Architecture,Data_type,Depth,Pretrained,Attack,misclassification_rate,matching_rate,total,mis_ratio,match_ratio,
resnet,adversarial,18,True,CW2,0.12169312169312169,0.015873015873015872,189,0.115,0.015,
resnet,adversarial,18,True,DeepFool,0.13114754098360656,0.03278688524590164,183,0.12,0.03,
resnet,adversarial,18,True,FGSM,0.28187919463087246,0.06711409395973154,149,0.21,0.05,
resnet,adversarial,18,True,LLC,0.1676300578034682,0.005780346820809248,173,0.145,0.005,
resnet,adversarial,18,True,PGD,0.16393442622950818,0.03825136612021858,183,0.15,0.035,
resnet,adversarial,18,True,RFGSM,0.19298245614035087,0.04678362573099415,171,0.165,0.04,
resnet,adversarial,18,True,STEP_LLC,0.3728813559322034,0.025423728813559324,118,0.22,0.015,
resnet,adversarial,18,True,UAP,0.13761467889908258,0.07339449541284404,109,0.075,0.04,
resnet,adversarial,18,False,BL-BFGS,0.12299465240641712,0.0213903743315508,187,0.115,0.02,
resnet,adversarial,18,False,CW2,0.11666666666666667,0.022222222222222223,180,0.105,0.02,
resnet,adversarial,18,False,DeepFool,0.11464968152866242,0.050955414012738856,157,0.09,0.04,
resnet,adversarial,18,False,FGSM,0.2536231884057971,0.043478260869565216,138,0.175,0.03,
resnet,adversarial,18,False,LLC,0.2046783625730994,0.005847953216374269,171,0.175,0.005,
resnet,adversarial,18,False,PGD,0.15846994535519127,0.0546448087431694,183,0.145,0.05,
resnet,adversarial,18,False,RFGSM,0.19879518072289157,0.04216867469879518,166,0.165,0.035,
resnet,adversarial,18,False,STEP_LLC,0.358974358974359,0.07692307692307693,78,0.14,0.03,
resnet,adversarial,18,False,UAP,0.265625,0.03125,64,0.085,0.01,
resnet,adversarial,34,True,BL-BFGS,0.13903743315508021,0.016042780748663103,187,0.13,0.015,
resnet,adversarial,34,True,CW2,0.13142857142857142,0.011428571428571429,175,0.115,0.01,
resnet,adversarial,34,True,DeepFool,0.12643678160919541,0.034482758620689655,174,0.11,0.03,
resnet,adversarial,34,True,FGSM,0.3157894736842105,0.03007518796992481,133,0.21,0.02,
resnet,adversarial,34,True,LLC,0.1564245810055866,0.0111731843575419,179,0.14,0.01,
resnet,adversarial,34,True,PGD,0.19021739130434784,0.06521739130434782,184,0.175,0.06,
resnet,adversarial,34,True,RFGSM,0.1907514450867052,0.07514450867052024,173,0.165,0.065,
resnet,adversarial,34,True,STEP_LLC,0.3163265306122449,0.02040816326530612,98,0.155,0.01,
resnet,adversarial,34,True,UAP,0.11016949152542373,0.00847457627118644,118,0.065,0.005,
resnet,adversarial,34,False,BL-BFGS,0.12087912087912088,0.02197802197802198,182,0.11,0.02,
resnet,adversarial,34,False,CW2,0.14285714285714285,0.016483516483516484,182,0.13,0.015,
resnet,adversarial,34,False,DeepFool,0.10526315789473684,0.006578947368421052,152,0.08,0.005,
resnet,adversarial,34,False,FGSM,0.30666666666666664,0.06,150,0.23,0.045,
resnet,adversarial,34,False,LLC,0.2549019607843137,0.0196078431372549,153,0.195,0.015,
resnet,adversarial,34,False,PGD,0.21978021978021978,0.038461538461538464,182,0.2,0.035,
resnet,adversarial,34,False,RFGSM,0.21379310344827587,0.034482758620689655,145,0.155,0.025,
resnet,adversarial,34,False,STEP_LLC,0.3020833333333333,0.052083333333333336,96,0.145,0.025,
resnet,adversarial,34,False,UAP,0.34375,0.03125,64,0.11,0.01,
resnet,adversarial,50,True,BL-BFGS,0.14054054054054055,0.021621621621621623,185,0.13,0.02,
resnet,adversarial,50,True,CW2,0.11956521739130435,0.021739130434782608,184,0.11,0.02,
resnet,adversarial,50,True,DeepFool,0.12154696132596685,0.027624309392265192,181,0.11,0.025,
resnet,adversarial,50,True,FGSM,0.31521739130434784,0.08695652173913043,92,0.145,0.04,
resnet,adversarial,50,True,LLC,0.21787709497206703,0.0,179,0.195,0.0,
resnet,adversarial,50,True,PGD,0.16393442622950818,0.0546448087431694,183,0.15,0.05,
resnet,adversarial,50,True,RFGSM,0.19444444444444445,0.06944444444444445,144,0.14,0.05,
resnet,adversarial,50,True,STEP_LLC,0.35064935064935066,0.06493506493506493,77,0.135,0.025,
resnet,adversarial,50,True,UAP,0.125,0.006944444444444444,144,0.09,0.005,
resnet,adversarial,50,False,BL-BFGS,0.13227513227513227,0.021164021164021163,189,0.125,0.02,
resnet,adversarial,50,False,CW2,0.13903743315508021,0.016042780748663103,187,0.13,0.015,
resnet,adversarial,50,False,DeepFool,0.12883435582822086,0.018404907975460124,163,0.105,0.015,
resnet,adversarial,50,False,FGSM,0.2896551724137931,0.020689655172413793,145,0.21,0.015,
resnet,adversarial,50,False,LLC,0.2064516129032258,0.012903225806451613,155,0.16,0.01,
resnet,adversarial,50,False,PGD,0.25,0.03888888888888889,180,0.225,0.035,
resnet,adversarial,50,False,RFGSM,0.24647887323943662,0.04225352112676056,142,0.175,0.03,
resnet,adversarial,50,False,STEP_LLC,0.32222222222222224,0.022222222222222223,90,0.145,0.01,
resnet,adversarial,50,False,UAP,0.2835820895522388,0.04477611940298507,67,0.095,0.015,
